Time mz Intensity
227.49 1672.4706490041 0.000251638669406034
227.49 1672.47818978274 0.000240043178494293
227.49 1672.48573056138 0.000228220413675304
227.49 1672.49327134002 0.000216185070783823
227.49 1672.50081211865 0.000203951845655283
227.49 1672.50835289729 0.000191535434124895
227.49 1672.51589367593 0.000178950532028112
227.49 1672.52343445457 0.000166211835199654
227.49 1672.53097523321 0.000153334039474977
227.49 1672.53851601185 0.000140331840689285
227.49 1672.54605679049 0.000127219934678494
227.49 1672.55359756913 0.000114013017276406
227.49 1672.56113834777 0.000100725784318926
227.49 1672.56867912641 8.73729316412753e-05
227.49 1672.57621990505 7.39691550789264e-05
227.49 1672.58376068368 6.05291504665478e-05
227.49 1672.59130146232 4.70676136396185e-05
227.49 1672.59884224096 3.35992404333479e-05
227.49 1672.6063830196 2.01387266832204e-05
227.49 1672.61392379824 6.70076822389587e-06
227.49 1672.62146457688 0
227.49 1672.62900535552 0
227.49 1672.63654613416 0
227.49 1672.6440869128 0
227.49 1672.65162769144 0
227.49 1672.65916847008 0
227.49 1672.66670924872 0
227.49 1672.67425002735 0
227.49 1672.68179080599 0
227.49 1672.68933158463 0
227.49 1672.69687236327 0
227.49 1672.70441314191 0
227.49 1672.71195392055 0
227.49 1672.71949469919 0
227.49 1672.72703547783 0
227.49 1672.73457625647 0
227.49 1672.74211703511 0
227.49 1672.74965781375 0
227.49 1672.75719859238 0
227.49 1672.76473937102 0
227.49 1672.77228014966 0
227.49 1672.7798209283 0
227.49 1672.78736170694 0
227.49 1672.79490248558 0
227.49 1672.80244326422 0
227.49 1672.80998404286 0
227.49 1672.8175248215 0
227.49 1672.82506560014 0
227.49 1672.83260637878 0
227.49 1672.84014715741 0
227.49 1672.84768793605 0
227.49 1672.85522871469 0
227.49 1672.86276949333 0
227.49 1672.87031027197 0
227.49 1672.87785105061 0
227.49 1672.88539182925 0
227.49 1672.89293260789 0
227.49 1672.90047338653 0
227.49 1672.90801416517 0
227.49 1672.91555494381 0
227.49 1672.92309572244 0
227.49 1672.93063650108 0
227.49 1672.93817727972 0
227.49 1672.94571805836 0
227.49 1672.953258837 0
227.49 1672.96079961564 0
227.49 1672.96834039428 0
227.49 1672.97588117292 0
227.49 1672.98342195156 0
227.49 1672.9909627302 0
227.49 1672.99850350884 0
227.49 1673.00604428748 0
227.49 1673.01358506611 0
227.49 1673.02112584475 0
227.49 1673.02866662339 0
227.49 1673.03620740203 0
227.49 1673.04374818067 0
227.49 1673.05128895931 0
227.49 1673.05882973795 0
227.49 1673.06637051659 0
227.49 1673.07391129523 0
227.49 1673.08145207387 0
227.49 1673.08899285251 0
227.49 1673.09653363114 0
227.49 1673.10407440978 0
227.49 1673.11161518842 0
227.49 1673.11915596706 0
227.49 1673.1266967457 0
227.49 1673.13423752434 0
227.49 1673.14177830298 0
227.49 1673.14931908162 0
227.49 1673.15685986026 0
227.49 1673.1644006389 0
227.49 1673.17194141754 0
227.49 1673.17948219617 0
227.49 1673.18702297481 0
227.49 1673.19456375345 0
227.49 1673.20210453209 0
227.49 1673.20964531073 0
227.49 1673.21718608937 0
227.49 1673.22472686801 0
227.49 1673.23226764665 0
227.49 1673.23980842529 0
227.49 1673.24734920393 0
227.49 1673.25488998257 0
227.49 1673.2624307612 0
227.49 1673.26997153984 0
227.49 1673.27751231848 0
227.49 1673.28505309712 0
227.49 1673.29259387576 0
227.49 1673.3001346544 0
227.49 1673.30767543304 0
227.49 1673.31521621168 0
227.49 1673.32275699032 0
227.49 1673.33029776896 0
227.49 1673.3378385476 0
227.49 1673.34537932623 0
227.49 1673.35292010487 0
227.49 1673.36046088351 0
227.49 1673.36800166215 0
227.49 1673.37554244079 0
227.49 1673.38308321943 0
227.49 1673.39062399807 0
227.49 1673.39816477671 0
227.49 1673.40570555535 0
227.49 1673.41324633399 0
227.49 1673.42078711263 0
227.49 1673.42832789127 0
227.49 1673.4358686699 0
227.49 1673.44340944854 0
227.49 1673.45095022718 0
227.49 1673.45849100582 0
227.49 1673.46603178446 0
227.49 1673.4735725631 0
227.49 1673.48111334174 0
227.49 1673.48865412038 0
227.49 1673.49619489902 0
227.49 1673.50373567766 0
227.49 1673.5112764563 0
227.49 1673.51881723493 0
227.49 1673.52635801357 0
227.49 1673.53389879221 0
227.49 1673.54143957085 0
227.49 1673.54898034949 0
227.49 1673.55652112813 0
227.49 1673.56406190677 0
227.49 1673.57160268541 0
227.49 1673.57914346405 0
227.49 1673.58668424269 0
227.49 1673.59422502133 0
227.49 1673.60176579996 3.25555920733471e-05
227.49 1673.6093065786 9.78571113624026e-05
227.49 1673.61684735724 0.000167393244922663
227.49 1673.62438813588 0.00024087220298514
227.49 1673.63192891452 0.00031800219578795
227.49 1673.63946969316 0.000398491433562211
227.49 1673.6470104718 0.000482048126541336
227.49 1673.65455125044 0.000568380484956408
227.49 1673.66209202908 0.000657196719045427
227.49 1673.66963280772 0.000748205039039554
227.49 1673.67717358636 0.000841113655172193
227.49 1673.68471436499 0.000935630777673767
227.49 1673.69225514363 0.00103146461678365
227.49 1673.69979592227 0.00112832338273229
227.49 1673.70733670091 0.00122591528575311
227.49 1673.71487747955 0.00132394853607642
227.49 1673.72241825819 0.00142213134394182
227.49 1673.72995903683 0.00152017191957964
227.49 1673.73749981547 0.00161777847322329
227.49 1673.74504059411 0.00171465921510358
227.49 1673.75258137275 0.00181052235545916
227.49 1673.76012215139 0.00190507610452081
227.49 1673.76766293003 0.00199802867252194
227.49 1673.77520370866 0.00208908826969312
227.49 1673.7827444873 0.00217796310627353
227.49 1673.79028526594 0.00226436139249366
227.49 1673.79782604458 0.00234799133858694
227.49 1673.80536682322 0.00242856115478425
227.49 1673.81290760186 0.00250577905132414
227.49 1673.8204483805 0.00257935323843741
227.49 1673.82798915914 0.00264899192635748
227.49 1673.83552993778 0.00271440332531616
227.49 1673.84307071642 0.00277529564555019
227.49 1673.85061149506 0.00283137709729126
227.49 1673.85815227369 0.00288235589077119
227.49 1673.86569305233 0.00292916403453013
227.49 1673.87323383097 0.0029736701460911
227.49 1673.88077460961 0.00301600582894151
227.49 1673.88831538825 0.00305628024046167
227.49 1673.89585616689 0.00309460253803591
227.49 1673.90339694553 0.00313108187904447
227.49 1673.91093772417 0.00316582742086897
227.49 1673.91847850281 0.00319894832088997
227.49 1673.92601928145 0.00323055373649132
227.49 1673.93356006009 0.00326075282505352
227.49 1673.94110083872 0.00328965474395819
227.49 1673.94864161736 0.00331736865058645
227.49 1673.956182396 0.00334400370232099
227.49 1673.96372317464 0.00336966905654288
227.49 1673.97126395328 0.00339447387063376
227.49 1673.97880473192 0.00341852730197442
227.49 1673.98634551056 0.00344193850794819
227.49 1673.9938862892 0.00346481664593584
227.49 1674.00142706784 0.003487270873319
227.49 1674.00896784648 0.0035094103474785
227.49 1674.01650862512 0.00353134422579756
227.49 1674.02404940375 0.00355318166565702
227.49 1674.03159018239 0.00357503182443851
227.49 1674.03913096103 0.0035970038595233
227.49 1674.04667173967 0.00361920692829371
227.49 1674.05421251831 0.00364175018813105
227.49 1674.06175329695 0.00366474279641692
227.49 1674.06929407559 0.00368829391053211
227.49 1674.07683485423 0.00371251268785994
227.49 1674.08437563287 0.0037375082857812
227.49 1674.09191641151 0.00376338986167659
227.49 1674.09945719015 0.00379026657292957
227.49 1674.10699796878 0.00381824757692086
227.49 1674.11453874742 0.0038474420310321
227.49 1674.12207952606 0.0038779590926443
227.49 1674.1296203047 0.00390990791914028
227.49 1674.13716108334 0.0039433976679011
227.49 1674.14470186198 0.00397853749630838
227.49 1674.15224264062 0.00401445203062245
227.49 1674.15978341926 0.00404878906998294
227.49 1674.1673241979 0.00408152482936924
227.49 1674.17486497654 0.00411275139607151
227.49 1674.18240575518 0.00414256085737891
227.49 1674.18994653382 0.00417104530058365
227.49 1674.19748731245 0.00419829681297484
227.49 1674.20502809109 0.00422440748184265
227.49 1674.21256886973 0.00424946939447681
227.49 1674.22010964837 0.00427357463816836
227.49 1674.22765042701 0.004296815300207
227.49 1674.23519120565 0.0043192834678829
227.49 1674.24273198429 0.00434107122848543
227.49 1674.25027276293 0.00436227066930633
227.49 1674.25781354157 0.00438297387763497
227.49 1674.26535432021 0.0044032729407615
227.49 1674.27289509885 0.00442325994597536
227.49 1674.28043587748 0.00444302698056817
227.49 1674.28797665612 0.00446266613182936
227.49 1674.29551743476 0.00448226948704908
227.49 1674.3030582134 0.00450192913351721
227.49 1674.31059899204 0.00452173715852448
227.49 1674.31813977068 0.00454178564936077
227.49 1674.32568054932 0.00456216669331547
227.49 1674.33322132796 0.00458297237768025
227.49 1674.3407621066 0.00460429478974453
227.49 1674.34830288524 0.00462622601679847
227.49 1674.35584366388 0.00464885814613139
227.49 1674.36338444251 0.00467228326503509
227.49 1674.37092522115 0.00469659346079892
227.49 1674.37846599979 0.00472188082071306
227.49 1674.38600677843 0.00474823743206715
227.49 1674.39354755707 0.00477575538215232
227.49 1674.40108833571 0.00480452675825827
227.49 1674.40862911435 0.00483464364767515
227.49 1674.41616989299 0.00486619813769202
227.49 1674.42371067163 0.00489928231560121
227.49 1674.43125145027 0.00493398826869182
227.49 1674.43879222891 0.004970408084254
227.49 1674.44633300754 0.00500863384957661
227.49 1674.45387378618 0.00504854339511032
227.49 1674.46141456482 0.00508986985962915
227.49 1674.46895534346 0.00513254539302174
227.49 1674.4764961221 0.00517650262051901
227.49 1674.48403690074 0.00522167416735629
227.49 1674.49157767938 0.00526799265876455
227.49 1674.49911845802 0.00531539071997618
227.49 1674.50665923666 0.00536380097622243
227.49 1674.5142000153 0.00541315605273801
227.49 1674.52174079394 0.00546338857475418
227.49 1674.52928157258 0.00551443116750334
227.49 1674.53682235121 0.0055662164562162
227.49 1674.54436312985 0.00561867706612855
227.49 1674.55190390849 0.00567174562247111
227.49 1674.55944468713 0.00572535475047453
227.49 1674.56698546577 0.00577943707537472
227.49 1674.57452624441 0.00583392522240232
227.49 1674.58206702305 0.00588875181678976
227.49 1674.58960780169 0.00594384948376808
227.49 1674.59714858033 0.00599915084857238
227.49 1674.60468935897 0.00605458853643373
227.49 1674.61223013761 0.00611009517258453
227.49 1674.61977091624 0.00616560338225537
227.49 1674.62731169488 0.00622104579068227
227.49 1674.63485247352 0.00627635502309584
227.49 1674.64239325216 0.00633146370472847
227.49 1674.6499340308 0.0063863044608108
227.49 1674.65747480944 0.00644080991657878
227.49 1674.66501558808 0.00649491269726305
227.49 1674.67255636672 0.00654854542809601
227.49 1674.68009714536 0.00660164073430877
227.49 1674.687637924 0.00665413124113633
227.49 1674.69517870264 0.00670594957380978
227.49 1674.70271948127 0.00675702835756154
227.49 1674.71026025991 0.00680730021762237
227.49 1674.71780103855 0.00685669777922797
227.49 1674.72534181719 0.00690515366760909
227.49 1674.73288259583 0.00695260050799813
227.49 1674.74042337447 0.00699577044246541
227.49 1674.74796415311 0.00702878859092743
227.49 1674.75550493175 0.00705213781893144
227.49 1674.76304571039 0.00706646259260999
227.49 1674.77058648903 0.00707240737809585
227.49 1674.77812726767 0.00707061664152126
227.49 1674.7856680463 0.00706173484901878
227.49 1674.79320882494 0.00704640646672135
227.49 1674.80074960358 0.00702527596076082
227.49 1674.80829038222 0.00699898779726997
227.49 1674.81583116086 0.00696818644238132
227.49 1674.8233719395 0.00693351636222837
227.49 1674.83091271814 0.00689562202294181
227.49 1674.83845349678 0.00685514789065502
227.49 1674.84599427542 0.00681273843150054
227.49 1674.85353505406 0.00676903811161253
227.49 1674.8610758327 0.00672469139712026
227.49 1674.86861661134 0.00668034275415787
227.49 1674.87615738997 0.00663663664885789
227.49 1674.88369816861 0.00659421754735397
227.49 1674.89123894725 0.00655372991577633
227.49 1674.89877972589 0.00651581822025868
227.49 1674.90632050453 0.00648112692693353
227.49 1674.91386128317 0.00645030050193416
227.49 1674.92140206181 0.00642398341139148
227.49 1674.92894284045 0.00640282012143889
227.49 1674.93648361909 0.00638745509820891
227.49 1674.94402439773 0.00637853280783412
227.49 1674.95156517637 0.00637669771644718
227.49 1674.959105955 0.00638259429017999
227.49 1674.96664673364 0.00639686699516552
227.49 1674.97418751228 0.00642016029753531
227.49 1674.98172829092 0.00645311866342357
227.49 1674.98926906956 0.00649638655896211
227.49 1674.9968098482 0.00655060845028347
227.49 1675.00435062684 0.00661642880351788
227.49 1675.01189140548 0.0066944920848021
227.49 1675.01943218412 0.00678544276026671
227.49 1675.02697296276 0.00688992529604075
227.49 1675.0345137414 0.00700857201704765
227.49 1675.04205452003 0.00712374402856369
227.49 1675.04959529867 0.00722014018994244
227.49 1675.05713607731 0.00729919889836656
227.49 1675.06467685595 0.00736235855102464
227.49 1675.07221763459 0.00741105754509882
227.49 1675.07975841323 0.00744673427777357
227.49 1675.08729919187 0.00747082714623266
227.49 1675.09483997051 0.00748477454766226
227.49 1675.10238074915 0.0074900148792458
227.49 1675.10992152779 0.00748798653816777
227.49 1675.11746230643 0.00748012792161281
227.49 1675.12500308506 0.00746787742676516
227.49 1675.1325438637 0.0074526734508093
227.49 1675.14008464234 0.00743595439092971
227.49 1675.14762542098 0.00741915864431168
227.49 1675.15516619962 0.00740372460813799
227.49 1675.16270697826 0.00739109067959396
227.49 1675.1702477569 0.00738269525586404
227.49 1675.17778853554 0.00737997673413257
227.49 1675.18532931418 0.00738437351158408
227.49 1675.19287009282 0.00739732398540309
227.49 1675.20041087146 0.00742026655277408
227.49 1675.20795165009 0.00745463961088015
227.49 1675.21549242873 0.00750188155690808
227.49 1675.22303320737 0.00756343078804136
227.49 1675.23057398601 0.00764072570146447
227.49 1675.23811476465 0.00773520469435906
227.49 1675.24565554329 0.00784830616391464
227.49 1675.25319632193 0.00798146850731342
227.49 1675.26073710057 0.00813613012173474
227.49 1675.26827787921 0.00831372940437262
227.49 1675.27581865785 0.00851570475240708
227.49 1675.28335943649 0.00874349456302259
227.49 1675.29090021513 0.00899853723339536
227.49 1675.29844099376 0.0092822711607255
227.49 1675.3059817724 0.00959613474219005
227.49 1675.31352255104 0.00994156637497351
227.49 1675.32106332968 0.0103200044562487
227.49 1675.32860410832 0.0107163486208891
227.49 1675.33614488696 0.0111070257427661
227.49 1675.3436856656 0.0114928215015764
227.49 1675.35122644424 0.0118747617643461
227.49 1675.35876722288 0.0122538723981365
227.49 1675.36630800152 0.0126311792699739
227.49 1675.37384878016 0.0130077082468961
227.49 1675.38138955879 0.0133844851959296
227.49 1675.38893033743 0.0137625359841351
227.49 1675.39647111607 0.0141428864785393
227.49 1675.40401189471 0.0145265625461799
227.49 1675.41155267335 0.0149145900540835
227.49 1675.41909345199 0.0153079948693107
227.49 1675.42663423063 0.0157078028588882
227.49 1675.43417500927 0.0161150398898537
227.49 1675.44171578791 0.0165307318292326
227.49 1675.44925656655 0.0169559045440879
227.49 1675.45679734519 0.017391583901445
227.49 1675.46433812382 0.017838795768342
227.49 1675.47187890246 0.0182985660118025
227.49 1675.4794196811 0.0187719204988924
227.49 1675.48696045974 0.0192598850966358
227.49 1675.49450123838 0.0197634856720551
227.49 1675.50204201702 0.0202837480922188
227.49 1675.50958279566 0.0208216982241497
227.49 1675.5171235743 0.0213783619348858
227.49 1675.52466435294 0.0219547650914477
227.49 1675.53220513158 0.0225519335609073
227.49 1675.53974591022 0.0231708932102858
227.49 1675.54728668885 0.0238126699066211
227.49 1675.55482746749 0.0244782895169305
227.49 1675.56236824613 0.0251687779082925
227.49 1675.56990902477 0.025885160947725
227.49 1675.57744980341 0.026628464502266
227.49 1675.58499058205 0.0273997144389295
227.49 1675.59253136069 0.0281999366248003
227.49 1675.60007213933 0.0290301569268934
227.49 1675.60761291797 0.0298914012122465
227.49 1675.61515369661 0.0307846953478705
227.49 1675.62269447525 0.0317109968261829
227.49 1675.63023525389 0.0326630485596621
227.49 1675.63777603252 0.0336352820318132
227.49 1675.64531681116 0.0346274654985464
227.49 1675.6528575898 0.0356393672158621
227.49 1675.66039836844 0.036670755439671
227.49 1675.66793914708 0.0377213984259136
227.49 1675.67547992572 0.0387910644304976
227.49 1675.68302070436 0.0398795217094284
227.49 1675.690561483 0.0409865385186141
227.49 1675.69810226164 0.0421118831139954
227.49 1675.70564304028 0.043255323751478
227.49 1675.71318381892 0.044416628687071
227.49 1675.72072459755 0.0455955661766807
227.49 1675.72826537619 0.0467919044762113
227.49 1675.73580615483 0.0480054118416754
227.49 1675.74334693347 0.0492358565289777
227.49 1675.75088771211 0.0504830067940586
227.49 1675.75842849075 0.05174663089282
227.49 1675.76596926939 0.0530264970812789
227.49 1675.77351004803 0.0543223736153377
227.49 1675.78105082667 0.0556340287509369
227.49 1675.78859160531 0.0569612307439769
227.49 1675.79613238395 0.0583037478504777
227.49 1675.80367316258 0.0596613483263402
227.49 1675.81121394122 0.0610338004275048
227.49 1675.81875471986 0.0624208724098698
227.49 1675.8262954985 0.0638223325294596
227.49 1675.83383627714 0.0652379490421729
227.49 1675.84137705578 0.0666674902039501
227.49 1675.84891783442 0.0681107242706878
227.49 1675.85645861306 0.0695674194984137
227.49 1675.8639993917 0.071037344143025
227.49 1675.87154017034 0.0725202664604619
227.49 1675.87908094898 0.07401595470662
227.49 1675.88662172761 0.0755241771375293
227.49 1675.89416250625 0.0770447020090856
227.49 1675.90170328489 0.0785772975772294
227.49 1675.90924406353 0.0801217320978543
227.49 1675.91678484217 0.0816993676772125
227.49 1675.92432562081 0.0833331275980317
227.49 1675.93186639945 0.0850205037855628
227.49 1675.93940717809 0.0867589613503757
227.49 1675.94694795673 0.0885459654031988
227.49 1675.95448873537 0.0903789810546035
