Thread k12 k21 NumberProtectedinState1 kbreathe GoF
0.0 0.0011 2.0 10.0 0.0 0.7623593410659211
0.0 9.000000000000001E-4 2.0 10.0 0.0 0.6522686248502616
0.0 0.0011 2.2 10.0 0.0 0.7577919158867396
0.0 0.0011 1.8 10.0 0.0 0.7457561909879971
0.0 0.0011 2.0 11.0 0.0 0.7570800533797877
0.0 0.0011 2.0 10.0 0.0 0.7527719160635372
0.0 0.0011 2.0 10.0 0.0 0.757975153547014
0.0 0.0011 2.0 10.0 0.0 0.7592217552368039
0.0 0.0012100000000000001 2.0 10.0 0.0 0.7878178269453253
0.0 9.9E-4 2.0 10.0 0.0 0.706817653168913
0.0 0.0012100000000000001 2.2 10.0 0.0 0.7926275921825497
0.0 0.0012100000000000001 1.8 10.0 0.0 0.7836508989727744
0.0 0.0012100000000000001 2.2 11.0 0.0 0.7836795678793772
0.0 0.0012100000000000001 2.2 10.0 0.0 0.7911299034952609
0.0 0.0012100000000000001 2.2 10.0 0.0 0.7954817528760811
0.0 0.0012100000000000001 2.2 10.0 0.0 0.7897314129534034
0.0 0.0013310000000000002 2.2 10.0 0.0 0.818250415446852
0.0 0.0010890000000000001 2.2 10.0 0.0 0.750564640534002
0.0 0.0013310000000000002 2.4200000000000004 10.0 0.0 0.8169062109674694
0.0 0.0013310000000000002 1.9800000000000002 10.0 0.0 0.8044663413020253
0.0 0.0013310000000000002 2.2 11.0 0.0 0.8205593942185123
0.0 0.0013310000000000002 2.2 10.0 0.0 0.8177736259421434
0.0 0.0013310000000000002 2.2 10.0 0.0 0.8206614303387629
0.0 0.0013310000000000002 2.2 10.0 0.0 0.8213183214016404
0.0 0.0014641000000000003 2.2 10.0 0.0 0.8342754971789497
0.0 0.0011979000000000002 2.2 10.0 0.0 0.7854926911073354
0.0 0.0014641000000000003 2.4200000000000004 10.0 0.0 0.8396829565736545
0.0 0.0014641000000000003 1.9800000000000002 10.0 0.0 0.823700463015556
0.0 0.0014641000000000003 2.4200000000000004 11.0 0.0 0.8394589658596442
0.0 0.0014641000000000003 2.4200000000000004 10.0 0.0 0.8333323379750355
0.0 0.0014641000000000003 2.4200000000000004 10.0 0.0 0.8404504257586138
0.0 0.0014641000000000003 2.4200000000000004 10.0 0.0 0.8443603686445338
0.0 0.0016105100000000005 2.4200000000000004 10.0 0.0 0.8528115092280398
0.0 0.0013176900000000003 2.4200000000000004 10.0 0.0 0.8167795343391813
0.0 0.0016105100000000005 2.662000000000001 10.0 0.0 0.8590675900192292
0.0 0.0016105100000000005 2.1780000000000004 10.0 0.0 0.8381856774353272
0.0 0.0016105100000000005 2.662000000000001 11.0 0.0 0.8596697693974539
0.0 0.0016105100000000005 2.662000000000001 10.0 0.0 0.8584066608026565
0.0 0.0016105100000000005 2.662000000000001 10.0 0.0 0.8535406358284637
0.0 0.0016105100000000005 2.662000000000001 10.0 0.0 0.8593496786336303
0.0 0.0017715610000000007 2.662000000000001 10.0 0.0 0.8629146543621038
0.0 0.0014494590000000006 2.662000000000001 10.0 0.0 0.8452932254673851
0.0 0.0017715610000000007 2.9282000000000012 10.0 0.0 0.8712202262651946
0.0 0.0017715610000000007 2.395800000000001 10.0 0.0 0.8489718463383925
0.0 0.0017715610000000007 2.9282000000000012 11.0 0.0 0.8707231926918008
0.0 0.0017715610000000007 2.9282000000000012 10.0 0.0 0.8664799349319099
0.0 0.0017715610000000007 2.9282000000000012 10.0 0.0 0.8687870383714651
0.0 0.0017715610000000007 2.9282000000000012 10.0 0.0 0.868814773275151
0.0 0.0019487171000000009 2.9282000000000012 10.0 0.0 0.8680530227431622
0.0 0.0015944049000000007 2.9282000000000012 10.0 0.0 0.8627279055291087
0.0 0.0017715610000000007 3.2210200000000015 10.0 0.0 0.8792219554502494
0.0 0.0017715610000000007 2.6353800000000014 10.0 0.0 0.8640268314826143
0.0 0.0017715610000000007 3.2210200000000015 11.0 0.0 0.8802531961941069
0.0 0.0017715610000000007 3.2210200000000015 10.0 0.0 0.8770493051555964
0.0 0.0017715610000000007 3.2210200000000015 10.0 0.0 0.8777888076174702
0.0 0.0017715610000000007 3.2210200000000015 10.0 0.0 0.8775824482793929
0.0 0.0019487171000000009 3.2210200000000015 10.0 0.0 0.8788500432773715
0.0 0.0015944049000000007 3.2210200000000015 10.0 0.0 0.8709012824402196
0.0 0.0017715610000000007 3.543122000000002 10.0 0.0 0.8850291689501577
0.0 0.0017715610000000007 2.8989180000000014 10.0 0.0 0.8657913382589123
0.0 0.0017715610000000007 3.543122000000002 11.0 0.0 0.8867167711510567
0.0 0.0017715610000000007 3.543122000000002 10.0 0.0 0.8864859201458688
0.0 0.0017715610000000007 3.543122000000002 10.0 0.0 0.8868211735990092
0.0 0.0017715610000000007 3.543122000000002 10.0 0.0 0.8825516195715278
0.0 0.0019487171000000009 3.543122000000002 10.0 0.0 0.8872278376573479
0.0 0.0015944049000000007 3.543122000000002 10.0 0.0 0.8766241841437359
0.0 0.0019487171000000009 3.897434200000003 10.0 0.0 0.8972861360663843
0.0 0.0019487171000000009 3.188809800000002 10.0 0.0 0.875615018540059
0.0 0.0019487171000000009 3.897434200000003 11.0 0.0 0.8951441178561463
0.0 0.0019487171000000009 3.897434200000003 10.0 0.0 0.8949260358192438
0.0 0.0019487171000000009 3.897434200000003 10.0 0.0 0.8968501347614365
0.0 0.0019487171000000009 3.897434200000003 10.0 0.0 0.8951284435489962
0.0 0.002143588810000001 3.897434200000003 10.0 0.0 0.8888626890989176
0.0 0.0017538453900000008 3.897434200000003 10.0 0.0 0.8928011944002087
0.0 0.0019487171000000009 4.287177620000003 10.0 0.0 0.9022219717454509
0.0 0.0019487171000000009 3.5076907800000026 10.0 0.0 0.885697163110238
0.0 0.0019487171000000009 4.287177620000003 11.0 0.0 0.903848598026167
0.0 0.0019487171000000009 4.287177620000003 10.0 0.0 0.9063334078949616
0.0 0.0019487171000000009 4.287177620000003 10.0 0.0 0.9025461030022185
0.0 0.0019487171000000009 4.287177620000003 10.0 0.0 0.9033048129043645
0.0 0.002143588810000001 4.287177620000003 10.0 0.0 0.8997577821447973
0.0 0.0017538453900000008 4.287177620000003 10.0 0.0 0.893740859524083
0.0 0.0019487171000000009 4.715895382000004 10.0 0.0 0.9097084385035656
0.0 0.0019487171000000009 3.858459858000003 10.0 0.0 0.8906439448243689
0.0 0.0019487171000000009 4.715895382000004 11.0 0.0 0.9086952143110394
0.0 0.0019487171000000009 4.715895382000004 10.0 0.0 0.9100531503489893
0.0 0.0019487171000000009 4.715895382000004 10.0 0.0 0.9085619425183298
0.0 0.0019487171000000009 4.715895382000004 10.0 0.0 0.9091958183823869
0.0 0.002143588810000001 4.715895382000004 10.0 0.0 0.9088509156896577
0.0 0.0017538453900000008 4.715895382000004 10.0 0.0 0.9022054994743429
0.0 0.0019487171000000009 5.187484920200005 10.0 0.0 0.9147703687635595
0.0 0.0019487171000000009 4.244305843800004 10.0 0.0 0.903440304026243
0.0 0.0019487171000000009 5.187484920200005 11.0 0.0 0.91441562572224
0.0 0.0019487171000000009 5.187484920200005 10.0 0.0 0.9139949184029517
0.0 0.0019487171000000009 5.187484920200005 10.0 0.0 0.915013787745892
0.0 0.0019487171000000009 5.187484920200005 10.0 0.0 0.914214397647034
0.0 0.002143588810000001 5.187484920200005 10.0 0.0 0.9156447131535715
0.0 0.0017538453900000008 5.187484920200005 10.0 0.0 0.9042720620659499
0.0 0.002143588810000001 5.706233412220006 10.0 0.0 0.9249402168444452
0.0 0.002143588810000001 4.668736428180004 10.0 0.0 0.9091609653226047
0.0 0.002143588810000001 5.706233412220006 11.0 0.0 0.921734046387826
0.0 0.002143588810000001 5.706233412220006 10.0 0.0 0.9213403541373829
0.0 0.002143588810000001 5.706233412220006 10.0 0.0 0.9216170859396517
0.0 0.002143588810000001 5.706233412220006 10.0 0.0 0.9221187376709157
0.0 0.0023579476910000016 5.706233412220006 10.0 0.0 0.9194990215790991
0.0 0.001929229929000001 5.706233412220006 10.0 0.0 0.9168283598332105
0.0 0.002143588810000001 6.276856753442007 10.0 0.0 0.9252743268102401
0.0 0.002143588810000001 5.1356100709980055 10.0 0.0 0.9160647642949485
0.0 0.002143588810000001 6.276856753442007 11.0 0.0 0.925887378692936
0.0 0.002143588810000001 6.276856753442007 10.0 0.0 0.9229181531562181
0.0 0.002143588810000001 6.276856753442007 10.0 0.0 0.9248765024994386
0.0 0.002143588810000001 6.276856753442007 10.0 0.0 0.9255845447041476
0.0 0.0023579476910000016 6.276856753442007 10.0 0.0 0.9238946370670135
0.0 0.001929229929000001 6.276856753442007 10.0 0.0 0.9175483234969984
0.0 0.002143588810000001 6.9045424287862085 10.0 0.0 0.9275129129724169
0.0 0.002143588810000001 5.649171078097806 10.0 0.0 0.9214196683395156
0.0 0.002143588810000001 6.9045424287862085 11.0 0.0 0.9269012588475909
0.0 0.002143588810000001 6.9045424287862085 10.0 0.0 0.9285666998038856
0.0 0.002143588810000001 6.9045424287862085 10.0 0.0 0.9279506622550664
0.0 0.002143588810000001 6.9045424287862085 10.0 0.0 0.9268012862380492
0.0 0.0023579476910000016 6.9045424287862085 10.0 0.0 0.9285257529552219
0.0 0.001929229929000001 6.9045424287862085 10.0 0.0 0.916194530408033
0.0 0.002143588810000001 7.59499667166483 10.0 0.0 0.9247900183066591
0.0 0.002143588810000001 6.214088185907587 10.0 0.0 0.9238535920099002
0.0 0.002143588810000001 6.9045424287862085 11.0 0.0 0.9288114208174179
0.0 0.002143588810000001 6.9045424287862085 10.0 0.0 0.9268987587829204
0.0 0.002143588810000001 6.9045424287862085 10.0 0.0 0.9271203625278045
0.0 0.002143588810000001 6.9045424287862085 10.0 0.0 0.9272676483275025
0.0 0.0023579476910000016 6.9045424287862085 10.0 0.0 0.9284608896782753
0.0 0.001929229929000001 6.9045424287862085 10.0 0.0 0.9158431603737434
0.0 0.002143588810000001 7.59499667166483 10.0 0.0 0.9250873587921802
0.0 0.002143588810000001 6.214088185907587 10.0 0.0 0.925730915910441
0.0 0.002143588810000001 6.9045424287862085 11.0 0.0 0.9289209148613616
0.0 0.002143588810000001 6.9045424287862085 10.0 0.0 0.9284907403395871
0.0 0.002143588810000001 6.9045424287862085 10.0 0.0 0.9269648104264129
0.0 0.002143588810000001 6.9045424287862085 10.0 0.0 0.9259246446990352
0.0 0.0023579476910000016 6.9045424287862085 10.0 0.0 0.9296860901045022
0.0 0.001929229929000001 6.9045424287862085 10.0 0.0 0.9104826931402986
0.0 0.0023579476910000016 7.59499667166483 10.0 0.0 0.9324885221009763
0.0 0.0023579476910000016 6.214088185907587 10.0 0.0 0.9251552466272127
0.0 0.0023579476910000016 7.59499667166483 11.0 0.0 0.9306118267151802
