Thread k12 k21 NumberProtectedinState1 kbreathe GoF
0.0 0.0011 2.0 35.0 0.0 0.7623593410659211
0.0 9.000000000000001E-4 2.0 35.0 0.0 0.6522686248502616
0.0 0.0011 2.2 35.0 0.0 0.7577919158867396
0.0 0.0011 1.8 35.0 0.0 0.7457561909879971
0.0 0.0012100000000000001 2.0 35.0 0.0 0.7863141280012498
0.0 9.9E-4 2.0 35.0 0.0 0.7104550011106773
0.0 0.0012100000000000001 2.2 35.0 0.0 0.7865714477498115
0.0 0.0012100000000000001 1.8 35.0 0.0 0.7838275386778746
0.0 0.0013310000000000002 2.2 35.0 0.0 0.8148131470265816
0.0 0.0010890000000000001 2.2 35.0 0.0 0.74184973224856
0.0 0.0013310000000000002 2.4200000000000004 35.0 0.0 0.819726190672557
0.0 0.0013310000000000002 1.9800000000000002 35.0 0.0 0.8060229354614064
0.0 0.0014641000000000003 2.4200000000000004 35.0 0.0 0.8399093444641993
0.0 0.0011979000000000002 2.4200000000000004 35.0 0.0 0.7853521171161345
0.0 0.0014641000000000003 2.662000000000001 35.0 0.0 0.8449545007010888
0.0 0.0014641000000000003 2.1780000000000004 35.0 0.0 0.8321522811788162
0.0 0.0016105100000000005 2.662000000000001 35.0 0.0 0.8599540182131785
0.0 0.0013176900000000003 2.662000000000001 35.0 0.0 0.8262730905171397
0.0 0.0016105100000000005 2.9282000000000012 35.0 0.0 0.8646752726445146
0.0 0.0016105100000000005 2.395800000000001 35.0 0.0 0.8456039010042589
0.0 0.0017715610000000007 2.9282000000000012 35.0 0.0 0.8706007363835855
0.0 0.0014494590000000006 2.9282000000000012 35.0 0.0 0.8518903133196836
0.0 0.0017715610000000007 3.2210200000000015 35.0 0.0 0.8774238362584664
0.0 0.0017715610000000007 2.6353800000000014 35.0 0.0 0.8575809833594186
0.0 0.0019487171000000009 3.2210200000000015 35.0 0.0 0.8754434881204924
0.0 0.0015944049000000007 3.2210200000000015 35.0 0.0 0.8736247774103664
0.0 0.0017715610000000007 3.543122000000002 35.0 0.0 0.889272581424144
0.0 0.0017715610000000007 2.8989180000000014 35.0 0.0 0.8703125336921349
0.0 0.0019487171000000009 3.543122000000002 35.0 0.0 0.8855043504671337
0.0 0.0015944049000000007 3.543122000000002 35.0 0.0 0.8749718329074443
0.0 0.0017715610000000007 3.897434200000003 35.0 0.0 0.8951496614233362
0.0 0.0017715610000000007 3.188809800000002 35.0 0.0 0.8777114285547698
0.0 0.0019487171000000009 3.897434200000003 35.0 0.0 0.8988937386234296
0.0 0.0015944049000000007 3.897434200000003 35.0 0.0 0.885641003767951
0.0 0.0019487171000000009 4.287177620000003 35.0 0.0 0.9038396829012539
0.0 0.0019487171000000009 3.5076907800000026 35.0 0.0 0.8817273560692382
0.0 0.002143588810000001 4.287177620000003 35.0 0.0 0.8997759636950668
0.0 0.0017538453900000008 4.287177620000003 35.0 0.0 0.9003327828663356
0.0 0.0019487171000000009 4.715895382000004 35.0 0.0 0.9101528425222452
0.0 0.0019487171000000009 3.858459858000003 35.0 0.0 0.8925185623014231
0.0 0.002143588810000001 4.715895382000004 35.0 0.0 0.9078858945989309
0.0 0.0017538453900000008 4.715895382000004 35.0 0.0 0.9037358517194868
0.0 0.0019487171000000009 5.187484920200005 35.0 0.0 0.9173650142246074
0.0 0.0019487171000000009 4.244305843800004 35.0 0.0 0.9043451886846224
0.0 0.002143588810000001 5.187484920200005 35.0 0.0 0.9135041334013901
0.0 0.0017538453900000008 5.187484920200005 35.0 0.0 0.9059969195848006
0.0 0.0019487171000000009 5.706233412220006 35.0 0.0 0.9189102381304822
0.0 0.0019487171000000009 4.668736428180004 35.0 0.0 0.910500207702549
0.0 0.002143588810000001 5.706233412220006 35.0 0.0 0.9243563945542291
0.0 0.0017538453900000008 5.706233412220006 35.0 0.0 0.9020647746981213
0.0 0.002143588810000001 6.276856753442007 35.0 0.0 0.9249448303734706
0.0 0.002143588810000001 5.1356100709980055 35.0 0.0 0.9168161938337088
0.0 0.0023579476910000016 6.276856753442007 35.0 0.0 0.9239697893440537
0.0 0.001929229929000001 6.276856753442007 35.0 0.0 0.918819454204328
0.0 0.002143588810000001 6.9045424287862085 35.0 0.0 0.9271201113680513
0.0 0.002143588810000001 5.649171078097806 35.0 0.0 0.9225378298247282
0.0 0.0023579476910000016 6.9045424287862085 35.0 0.0 0.9286001721330719
0.0 0.001929229929000001 6.9045424287862085 35.0 0.0 0.9162648877252864
0.0 0.0023579476910000016 7.59499667166483 35.0 0.0 0.9318008502602153
0.0 0.0023579476910000016 6.214088185907587 35.0 0.0 0.9246592796113366
0.0 0.002593742460100002 7.59499667166483 35.0 0.0 0.9282135258078745
0.0 0.0021221529219000016 7.59499667166483 35.0 0.0 0.923002670336432
0.0 0.0023579476910000016 8.354496338831312 35.0 0.0 0.930223525560331
0.0 0.0023579476910000016 6.835497004498347 35.0 0.0 0.9285131303897338
0.0 0.002593742460100002 7.59499667166483 35.0 0.0 0.9296723576964901
0.0 0.0021221529219000016 7.59499667166483 35.0 0.0 0.9240250258180455
0.0 0.0023579476910000016 8.354496338831312 35.0 0.0 0.9284780115740711
0.0 0.0023579476910000016 6.835497004498347 35.0 0.0 0.9293401053704697
1.0 0.0011 10.0 35.0 0.0 0.5852407578999401
1.0 9.000000000000001E-4 10.0 35.0 0.0 0.44080986708896086
1.0 0.0011 11.0 35.0 0.0 0.5438022384216001
1.0 0.0011 9.0 35.0 0.0 0.6045497485129371
1.0 0.0012100000000000001 9.0 35.0 0.0 0.6738830496563535
1.0 9.9E-4 9.0 35.0 0.0 0.540759140047291
1.0 0.0012100000000000001 9.9 35.0 0.0 0.6450902537497076
1.0 0.0012100000000000001 8.1 35.0 0.0 0.6980755966176546
1.0 0.0013310000000000002 8.1 35.0 0.0 0.753090321968837
1.0 0.0010890000000000001 8.1 35.0 0.0 0.6300532601289873
1.0 0.0013310000000000002 8.91 35.0 0.0 0.7365811175939968
1.0 0.0013310000000000002 7.29 35.0 0.0 0.7818465062087164
1.0 0.0014641000000000003 7.29 35.0 0.0 0.8246762242169108
1.0 0.0011979000000000002 7.29 35.0 0.0 0.7255825633136819
1.0 0.0014641000000000003 8.019 35.0 0.0 0.8026719496698131
1.0 0.0014641000000000003 6.561 35.0 0.0 0.8370550353914952
1.0 0.0016105100000000005 6.561 35.0 0.0 0.8740835583311045
1.0 0.0013176900000000003 6.561 35.0 0.0 0.7966504908952141
1.0 0.0016105100000000005 7.2171 35.0 0.0 0.8658801540301465
1.0 0.0016105100000000005 5.9049000000000005 35.0 0.0 0.8834101928344896
1.0 0.0017715610000000007 5.9049000000000005 35.0 0.0 0.9051988215571033
1.0 0.0014494590000000006 5.9049000000000005 35.0 0.0 0.8462789409910306
1.0 0.0017715610000000007 6.495390000000001 35.0 0.0 0.9019530387327613
1.0 0.0017715610000000007 5.3144100000000005 35.0 0.0 0.9085875262603298
1.0 0.0019487171000000009 5.3144100000000005 35.0 0.0 0.9157858254464007
1.0 0.0015944049000000007 5.3144100000000005 35.0 0.0 0.8811384971571645
1.0 0.0019487171000000009 5.8458510000000015 35.0 0.0 0.9184818499153626
1.0 0.0019487171000000009 4.7829690000000005 35.0 0.0 0.9107973822702367
1.0 0.002143588810000001 5.8458510000000015 35.0 0.0 0.9237271283026507
1.0 0.0017538453900000008 5.8458510000000015 35.0 0.0 0.9062963067500057
1.0 0.002143588810000001 6.430436100000002 35.0 0.0 0.9251709385963364
1.0 0.002143588810000001 5.2612659000000015 35.0 0.0 0.9177347886686058
1.0 0.0023579476910000016 6.430436100000002 35.0 0.0 0.9273744371671163
1.0 0.001929229929000001 6.430436100000002 35.0 0.0 0.9167832783303639
1.0 0.0023579476910000016 7.0734797100000035 35.0 0.0 0.9302051854107334
1.0 0.0023579476910000016 5.787392490000002 35.0 0.0 0.9183034432008778
1.0 0.002593742460100002 7.0734797100000035 35.0 0.0 0.9253154933625379
1.0 0.0021221529219000016 7.0734797100000035 35.0 0.0 0.9263635420969472
1.0 0.0023579476910000016 7.780827681000004 35.0 0.0 0.9327747812687852
1.0 0.0023579476910000016 6.366131739000004 35.0 0.0 0.9264750469806997
1.0 0.002593742460100002 7.780827681000004 35.0 0.0 0.9310152228106002
1.0 0.0021221529219000016 7.780827681000004 35.0 0.0 0.9227954966677739
1.0 0.0023579476910000016 8.558910449100006 35.0 0.0 0.9286706282620077
1.0 0.0023579476910000016 7.002744912900004 35.0 0.0 0.9287046817354687
1.0 0.002593742460100002 7.780827681000004 35.0 0.0 0.931933378402692
1.0 0.0021221529219000016 7.780827681000004 35.0 0.0 0.9231803273196719
1.0 0.0023579476910000016 8.558910449100006 35.0 0.0 0.9305400396161101
1.0 0.0023579476910000016 7.002744912900004 35.0 0.0 0.9303736950554965
